Region,Country,Item Type
Europe,Ukraine,Household
Sub-Saharan Africa,Comoros,Baby Food
Australia and Oceania,Marshall Islands,Meat
Sub-Saharan Africa,Guinea,Cosmetics
Middle East and North Africa,Afghanistan,Personal Care
Sub-Saharan Africa,Zimbabwe,Personal Care
Europe,Bulgaria,Meat
Europe,Norway,Cereal
Sub-Saharan Africa,Senegal,Meat
Australia and Oceania,East Timor,Vegetables
Europe,Portugal,Personal Care
Middle East and North Africa,Afghanistan,Clothes
Asia,South Korea,Personal Care
Middle East and North Africa,Azerbaijan,Meat
Sub-Saharan Africa,Mali,Baby Food
Middle East and North Africa,United Arab Emirates,Office Supplies
Middle East and North Africa,Afghanistan,Cosmetics
Asia,Bhutan,Fruits
Sub-Saharan Africa,Gabon,Baby Food
Middle East and North Africa,Kuwait,Vegetables
North America,United States of America,Vegetables
Sub-Saharan Africa,Sudan,Snacks
Sub-Saharan Africa,Central African Republic,Clothes
Europe,Hungary,Household
Central America and the Caribbean,Saint Lucia,Office Supplies
Middle East and North Africa,Kuwait,Meat
Asia,Kyrgyzstan,Office Supplies
Middle East and North Africa,Iran,Household
Sub-Saharan Africa,Seychelles ,Personal Care
Europe,France,Office Supplies
Middle East and North Africa,Saudi Arabia,Office Supplies
Asia,China,Personal Care
Central America and the Caribbean,Grenada,Cereal
Sub-Saharan Africa,Ethiopia,Snacks
Central America and the Caribbean,Panama,Clothes
Europe,Cyprus,Meat
Middle East and North Africa,United Arab Emirates,Cereal
Sub-Saharan Africa,Madagascar,Beverages
Sub-Saharan Africa,Angola,Household
Europe,San Marino,Snacks
Middle East and North Africa,Turkey,Snacks
Sub-Saharan Africa,Uganda,Beverages
Sub-Saharan Africa,Democratic Republic of the Congo,Meat
Sub-Saharan Africa,Tanzania,Household
Australia and Oceania,Tonga,Personal Care
Europe,Serbia,Cereal
Middle East and North Africa,Qatar,Office Supplies
Australia and Oceania,Samoa ,Fruits
Sub-Saharan Africa,Sierra Leone,Meat
Australia and Oceania,East Timor,Household
Central America and the Caribbean,Cuba,Household
Asia,Uzbekistan,Snacks
Europe,Belarus,Clothes
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks
Middle East and North Africa,Israel,Vegetables
Sub-Saharan Africa,Guinea-Bissau,Personal Care
Sub-Saharan Africa,Burkina Faso,Household
Asia,South Korea,Clothes
Europe,Norway,Snacks
Europe,Belgium,Clothes
Europe,Moldova ,Meat
Central America and the Caribbean,Antigua and Barbuda ,Household
Sub-Saharan Africa,Lesotho,Cosmetics
Asia,Tajikistan,Meat
Australia and Oceania,Federated States of Micronesia,Vegetables
North America,United States of America,Snacks
Central America and the Caribbean,Dominican Republic,Clothes
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics
Central America and the Caribbean,Saint Lucia,Office Supplies
Europe,Netherlands,Meat
Europe,Andorra,Clothes
Middle East and North Africa,Yemen,Snacks
Australia and Oceania,Australia,Baby Food
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks
Middle East and North Africa,Syria,Fruits
Europe,Liechtenstein,Snacks
Middle East and North Africa,Israel,Vegetables
Central America and the Caribbean,Belize,Cereal
Sub-Saharan Africa,Zambia,Household
Europe,Poland,Vegetables
Sub-Saharan Africa,Rwanda,Personal Care
Central America and the Caribbean,Haiti,Office Supplies
Sub-Saharan Africa,Botswana,Cereal
Sub-Saharan Africa,Niger,Personal Care
Europe,Bulgaria,Baby Food
Middle East and North Africa,Iraq,Cereal
Australia and Oceania,Kiribati,Clothes
Australia and Oceania,Federated States of Micronesia,Clothes
Australia and Oceania,Samoa ,Clothes
Sub-Saharan Africa,Burundi,Fruits
Asia,Sri Lanka,Beverages
Middle East and North Africa,Jordan,Cereal
Middle East and North Africa,United Arab Emirates,Cosmetics
Europe,Vatican City,Fruits
Central America and the Caribbean,Grenada,Snacks
Australia and Oceania,Tonga,Clothes
Central America and the Caribbean,Barbados,Vegetables
Asia,Taiwan,Fruits
Sub-Saharan Africa,Mauritius ,Personal Care
Sub-Saharan Africa,Democratic Republic of the Congo,Cereal
Europe,Austria,Meat
Sub-Saharan Africa,Senegal,Office Supplies
Middle East and North Africa,Azerbaijan,Meat
Sub-Saharan Africa,Mauritius ,Cosmetics
Sub-Saharan Africa,Sao Tome and Principe,Baby Food
Middle East and North Africa,Azerbaijan,Cereal
Asia,Japan,Snacks
Sub-Saharan Africa,Burkina Faso,Vegetables
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages
Europe,Malta,Vegetables
Sub-Saharan Africa,Seychelles ,Household
Sub-Saharan Africa,Chad,Clothes
Asia,Nepal,Meat
Asia,Kyrgyzstan,Office Supplies
Asia,India,Vegetables
Europe,Bosnia and Herzegovina,Household
Central America and the Caribbean,Dominica,Baby Food
Europe,San Marino,Personal Care
Australia and Oceania,Federated States of Micronesia,Baby Food
Sub-Saharan Africa,Sudan,Fruits
North America,Mexico,Personal Care
Asia,Maldives,Cosmetics
Asia,Indonesia,Beverages
Sub-Saharan Africa,Sao Tome and Principe,Clothes
Europe,Georgia,Personal Care
Middle East and North Africa,United Arab Emirates,Cosmetics
Sub-Saharan Africa,Burundi,Fruits
Central America and the Caribbean,Haiti,Vegetables
Europe,Montenegro,Cereal
Europe,Norway,Beverages
Europe,Bosnia and Herzegovina,Fruits
Central America and the Caribbean,Costa Rica,Vegetables
Middle East and North Africa,Lebanon,Office Supplies
Asia,Indonesia,Household
Europe,Bulgaria,Cosmetics
Asia,Uzbekistan,Snacks
Asia,Kazakhstan,Clothes
Europe,Monaco,Meat
Asia,Nepal,Cosmetics
Sub-Saharan Africa,Republic of the Congo,Cosmetics
Europe,Ireland,Fruits
Asia,Kazakhstan,Snacks
Asia,Malaysia,Meat
Sub-Saharan Africa,Republic of the Congo,Meat
Central America and the Caribbean,Guatemala,Cosmetics
Europe,Andorra,Clothes
Central America and the Caribbean,Saint Vincent and the Grenadines,Vegetables
North America,Greenland,Baby Food
Asia,Turkmenistan,Snacks
North America,Greenland,Meat
Middle East and North Africa,Qatar,Baby Food
Central America and the Caribbean,Dominica,Baby Food
Europe,Hungary,Fruits
Middle East and North Africa,Saudi Arabia,Fruits
Middle East and North Africa,Pakistan,Household
Europe,Andorra,Household
Sub-Saharan Africa,Republic of the Congo,Snacks
Sub-Saharan Africa,Ghana,Vegetables
Asia,India,Office Supplies
Asia,Bhutan,Cosmetics
Central America and the Caribbean,Dominica,Clothes
North America,United States of America,Beverages
Asia,Kyrgyzstan,Household
Middle East and North Africa,Israel,Snacks
Europe,Ireland,Cosmetics
Australia and Oceania,Solomon Islands,Cosmetics
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care
Middle East and North Africa,Pakistan,Clothes
Europe,Switzerland,Fruits
Europe,Russia,Vegetables
Europe,Macedonia,Vegetables
Europe,Vatican City,Fruits
Europe,Iceland,Office Supplies
Europe,Moldova ,Household
Central America and the Caribbean,Antigua and Barbuda ,Cereal
Europe,Slovenia,Meat
Europe,Italy,Household
Middle East and North Africa,United Arab Emirates,Vegetables
North America,Greenland,Cosmetics
North America,Canada,Household
Australia and Oceania,Marshall Islands,Office Supplies
Europe,Greece,Household
Sub-Saharan Africa,Guinea-Bissau,Snacks
Asia,South Korea,Cereal
Europe,Portugal,Clothes
Middle East and North Africa,Algeria,Clothes
Sub-Saharan Africa,Burkina Faso,Cosmetics
Europe,Romania,Beverages
Europe,Finland,Beverages
Asia,Indonesia,Snacks
Central America and the Caribbean,Saint Lucia,Meat
Middle East and North Africa,Egypt,Vegetables
Australia and Oceania,Vanuatu,Cosmetics
Europe,Luxembourg,Cosmetics
Asia,Mongolia,Beverages
Central America and the Caribbean,Belize,Household
Sub-Saharan Africa,Mozambique,Household
Sub-Saharan Africa,Cameroon,Beverages
Europe,Liechtenstein,Clothes
Asia,Maldives,Baby Food
Middle East and North Africa,Saudi Arabia,Household
Europe,Andorra,Office Supplies
Asia,Bangladesh,Fruits
Asia,Philippines,Household
Central America and the Caribbean,Panama,Vegetables
Central America and the Caribbean,Cuba,Clothes
Europe,Belgium,Meat
Asia,Indonesia,Clothes
Europe,Moldova ,Baby Food
Asia,Bhutan,Fruits
Sub-Saharan Africa,Cape Verde,Snacks
Europe,Belgium,Household
Asia,China,Snacks
Australia and Oceania,New Zealand,Cereal
Central America and the Caribbean,Dominican Republic,Office Supplies
Europe,Austria,Meat
Sub-Saharan Africa,Mozambique,Baby Food
Sub-Saharan Africa,Rwanda,Office Supplies
Europe,Latvia,Meat
Europe,Macedonia,Office Supplies
Middle East and North Africa,Somalia,Clothes
Asia,Malaysia,Personal Care
Europe,United Kingdom,Fruits
Asia,Nepal,Snacks
Sub-Saharan Africa,Botswana,Vegetables
Asia,Japan,Clothes
Europe,Hungary,Beverages
Sub-Saharan Africa,Republic of the Congo,Clothes
North America,Canada,Beverages
Middle East and North Africa,Bahrain,Cereal
Europe,France,Clothes
Sub-Saharan Africa,Cape Verde,Meat
Middle East and North Africa,Qatar,Clothes
Sub-Saharan Africa,Sao Tome and Principe,Snacks
Sub-Saharan Africa,Senegal,Baby Food
Europe,Monaco,Vegetables
Middle East and North Africa,Azerbaijan,Cereal
Europe,Spain,Fruits
Europe,Bulgaria,Clothes
Europe,Finland,Office Supplies
Sub-Saharan Africa,Equatorial Guinea,Cereal
Europe,United Kingdom,Meat
Asia,Sri Lanka,Fruits
Sub-Saharan Africa,Namibia,Beverages
Europe,Greece,Baby Food
Europe,Croatia,Snacks
Sub-Saharan Africa,Benin,Snacks
Europe,Austria,Cosmetics
Europe,Norway,Baby Food
Europe,Belgium,Meat
Europe,Italy,Household
Asia,Vietnam,Fruits
Europe,Latvia,Office Supplies
Sub-Saharan Africa,Sierra Leone,Household
Sub-Saharan Africa,Benin,Snacks
Sub-Saharan Africa,Lesotho,Meat
Central America and the Caribbean,Haiti,Vegetables
Europe,Montenegro,Personal Care
Australia and Oceania,Australia,Clothes
Central America and the Caribbean,Nicaragua,Cosmetics
Europe,Switzerland,Baby Food
Europe,Lithuania,Office Supplies
Central America and the Caribbean,Antigua and Barbuda ,Personal Care
Asia,Maldives,Vegetables
Europe,Slovakia,Clothes
Middle East and North Africa,Israel,Meat
Australia and Oceania,Samoa ,Meat
North America,Greenland,Vegetables
Australia and Oceania,Nauru,Household
Middle East and North Africa,Iraq,Beverages
Central America and the Caribbean,Dominica,Clothes
Europe,Macedonia,Fruits
Europe,Bulgaria,Baby Food
Sub-Saharan Africa,Madagascar,Baby Food
Sub-Saharan Africa,Madagascar,Meat
Asia,Tajikistan,Meat
Australia and Oceania,Papua New Guinea,Baby Food
Europe,Montenegro,Snacks
Asia,Brunei,Baby Food
Asia,South Korea,Cereal
Europe,Finland,Beverages
Europe,Ukraine,Snacks
Central America and the Caribbean,Panama,Personal Care
Central America and the Caribbean,Nicaragua,Office Supplies
Sub-Saharan Africa,Mozambique,Snacks
Europe,Monaco,Baby Food
Asia,Maldives,Fruits
Middle East and North Africa,Somalia,Personal Care
Sub-Saharan Africa,Mozambique,Cereal
Central America and the Caribbean,El Salvador,Clothes
Sub-Saharan Africa,Equatorial Guinea,Office Supplies
Europe,Bosnia and Herzegovina,Snacks
Sub-Saharan Africa,Ethiopia,Beverages
Europe,Luxembourg,Cosmetics
Asia,Indonesia,Cosmetics
Middle East and North Africa,Pakistan,Office Supplies
Asia,Bhutan,Meat
Europe,Austria,Meat
Europe,Germany,Snacks
Europe,Lithuania,Personal Care
Asia,Bhutan,Baby Food
Central America and the Caribbean,Nicaragua,Beverages
Asia,Turkmenistan,Meat
Middle East and North Africa,Turkey,Meat
Middle East and North Africa,Algeria,Household
Sub-Saharan Africa,Nigeria,Clothes
Sub-Saharan Africa,Ethiopia,Meat
Middle East and North Africa,Iraq,Vegetables
Sub-Saharan Africa,Rwanda,Snacks
Europe,Denmark,Fruits
Central America and the Caribbean,Honduras,Baby Food
Central America and the Caribbean,Dominica,Vegetables
Europe,Spain,Meat
Europe,Sweden,Office Supplies
Middle East and North Africa,Algeria,Fruits
Sub-Saharan Africa,South Sudan,Snacks
Europe,Switzerland,Cereal
Sub-Saharan Africa,Ghana,Household
Sub-Saharan Africa,Gabon,Meat
Europe,Romania,Beverages
Europe,Belarus,Clothes
Europe,Vatican City,Cosmetics
Sub-Saharan Africa,Mozambique,Snacks
Sub-Saharan Africa,Ethiopia,Snacks
Middle East and North Africa,Turkey,Personal Care
Middle East and North Africa,Israel,Cereal
Sub-Saharan Africa,Guinea-Bissau,Personal Care
Asia,Vietnam,Snacks
Sub-Saharan Africa,Malawi,Baby Food
Middle East and North Africa,Azerbaijan,Clothes
Asia,Brunei,Beverages
Asia,Japan,Cosmetics
Europe,Denmark,Cosmetics
Sub-Saharan Africa,Rwanda,Fruits
Australia and Oceania,Kiribati,Cereal
Sub-Saharan Africa,Seychelles ,Beverages
Middle East and North Africa,Turkey,Cosmetics
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages
Australia and Oceania,Palau,Vegetables
Asia,Bhutan,Meat
Australia and Oceania,Tonga,Office Supplies
Australia and Oceania,Tonga,Snacks
Europe,Slovenia,Snacks
Sub-Saharan Africa,Sudan,Beverages
Australia and Oceania,Australia,Baby Food
Middle East and North Africa,Turkey,Vegetables
Australia and Oceania,Kiribati,Snacks
Sub-Saharan Africa,Togo,Personal Care
Europe,Romania,Cosmetics
Sub-Saharan Africa,Seychelles ,Household
Sub-Saharan Africa,Cape Verde,Meat
Europe,Norway,Personal Care
Asia,Indonesia,Cereal
Middle East and North Africa,Oman,Beverages
Middle East and North Africa,Egypt,Cereal
Australia and Oceania,New Zealand,Cosmetics
Asia,India,Cereal
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies
Sub-Saharan Africa,Kenya,Clothes
Sub-Saharan Africa,Mauritius ,Personal Care
Sub-Saharan Africa,Senegal,Vegetables
Sub-Saharan Africa,Liberia,Vegetables
Australia and Oceania,East Timor,Snacks
Europe,Netherlands,Baby Food
Australia and Oceania,Australia,Cereal
Sub-Saharan Africa,Mozambique,Snacks
Asia,Brunei,Meat
Middle East and North Africa,Saudi Arabia,Clothes
Central America and the Caribbean,Nicaragua,Meat
Middle East and North Africa,Pakistan,Fruits
Europe,Netherlands,Baby Food
Central America and the Caribbean,Grenada,Beverages
Europe,Kosovo,Clothes
Europe,Lithuania,Clothes
Central America and the Caribbean,Panama,Office Supplies
Australia and Oceania,Federated States of Micronesia,Snacks
Central America and the Caribbean,Guatemala,Cosmetics
Sub-Saharan Africa,Guinea,Personal Care
Australia and Oceania,Tonga,Cereal
Sub-Saharan Africa,Burkina Faso,Personal Care
Sub-Saharan Africa,Cameroon,Baby Food
Sub-Saharan Africa,Cote d'Ivoire,Beverages
Sub-Saharan Africa,Togo,Fruits
Middle East and North Africa,Libya,Meat
Asia,Japan,Fruits
Sub-Saharan Africa,Burkina Faso,Baby Food
Sub-Saharan Africa,Lesotho,Cereal
Australia and Oceania,Fiji,Clothes
Asia,Laos,Office Supplies
Asia,India,Baby Food
Asia,South Korea,Clothes
Middle East and North Africa,Yemen,Personal Care
Middle East and North Africa,Iran,Meat
Middle East and North Africa,Jordan,Cosmetics
Asia,Singapore,Personal Care
Central America and the Caribbean,Guatemala,Cosmetics
Sub-Saharan Africa,Guinea-Bissau,Snacks
Central America and the Caribbean,Belize,Clothes
Europe,Georgia,Household
Europe,Hungary,Snacks
Middle East and North Africa,Yemen,Personal Care
Central America and the Caribbean,Belize,Baby Food
Middle East and North Africa,Jordan,Office Supplies
Australia and Oceania,New Zealand,Household
Asia,Kyrgyzstan,Beverages
Central America and the Caribbean,Dominican Republic,Baby Food
Asia,Japan,Snacks
Sub-Saharan Africa,Guinea-Bissau,Beverages
Central America and the Caribbean,The Bahamas,Fruits
Asia,North Korea,Cereal
Europe,Belgium,Fruits
Middle East and North Africa,Qatar,Beverages
Middle East and North Africa,Iran,Personal Care
Europe,Georgia,Meat
Europe,Hungary,Snacks
Sub-Saharan Africa,Cote d'Ivoire,Clothes
Europe,Bulgaria,Fruits
Sub-Saharan Africa,Togo,Vegetables
Sub-Saharan Africa,Benin,Beverages
Sub-Saharan Africa,Botswana,Household
Europe,Hungary,Meat
Asia,Philippines,Snacks
Central America and the Caribbean,Dominican Republic,Personal Care
Europe,San Marino,Beverages
Sub-Saharan Africa,Ghana,Office Supplies
Europe,Germany,Vegetables
Central America and the Caribbean,Antigua and Barbuda ,Cereal
North America,Mexico,Household
Sub-Saharan Africa,Tanzania,Vegetables
Asia,Maldives,Baby Food
Australia and Oceania,New Zealand,Household
Europe,Albania,Cosmetics
Middle East and North Africa,Egypt,Office Supplies
Sub-Saharan Africa,Botswana,Baby Food
Middle East and North Africa,Libya,Personal Care
Asia,Mongolia,Household
Australia and Oceania,Vanuatu,Beverages
North America,United States of America,Personal Care
Sub-Saharan Africa,Comoros,Baby Food
Europe,Hungary,Office Supplies
Sub-Saharan Africa,Kenya,Cereal
Asia,Philippines,Beverages
Sub-Saharan Africa,South Sudan,Cosmetics
North America,Mexico,Meat
Australia and Oceania,East Timor,Baby Food
Sub-Saharan Africa,Ethiopia,Vegetables
Asia,Sri Lanka,Fruits
Asia,Brunei,Fruits
Sub-Saharan Africa,Rwanda,Cereal
Sub-Saharan Africa,Swaziland,Beverages
Sub-Saharan Africa,Mauritania,Meat
Middle East and North Africa,Iraq,Snacks
Australia and Oceania,Kiribati,Vegetables
Australia and Oceania,Fiji,Cereal
Europe,Latvia,Cosmetics
Europe,Norway,Meat
Central America and the Caribbean,Haiti,Cosmetics
Europe,Austria,Snacks
Middle East and North Africa,Yemen,Office Supplies
Middle East and North Africa,Somalia,Office Supplies
Europe,Andorra,Household
Europe,Georgia,Meat
Sub-Saharan Africa,Namibia,Meat
Australia and Oceania,Marshall Islands,Beverages
Europe,Estonia,Cereal
North America,United States of America,Fruits
Europe,Slovakia,Personal Care
Australia and Oceania,Papua New Guinea,Cereal
Middle East and North Africa,Kuwait,Clothes
Middle East and North Africa,United Arab Emirates,Vegetables
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics
Middle East and North Africa,Yemen,Household
Sub-Saharan Africa,Zimbabwe,Baby Food
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks
Central America and the Caribbean,Jamaica,Office Supplies
Australia and Oceania,Federated States of Micronesia,Fruits
Sub-Saharan Africa,Uganda,Meat
Asia,Sri Lanka,Office Supplies
Asia,Kyrgyzstan,Cereal
Central America and the Caribbean,Saint Lucia,Personal Care
Central America and the Caribbean,Saint Lucia,Beverages
Middle East and North Africa,Pakistan,Beverages
Europe,Norway,Vegetables
Sub-Saharan Africa,Guinea-Bissau,Baby Food
North America,Canada,Meat
Europe,Romania,Meat
Middle East and North Africa,Kuwait,Office Supplies
Sub-Saharan Africa,Djibouti,Household
Australia and Oceania,Tonga,Personal Care
Middle East and North Africa,Syria,Meat
Sub-Saharan Africa,Central African Republic,Meat
Australia and Oceania,Fiji,Clothes
Europe,Latvia,Fruits
Australia and Oceania,Palau,Cereal
Europe,Iceland,Snacks
Sub-Saharan Africa,Guinea,Personal Care
Middle East and North Africa,Israel,Snacks
Asia,India,Office Supplies
Central America and the Caribbean,Jamaica,Household
Sub-Saharan Africa,Benin,Fruits
Sub-Saharan Africa,Ethiopia,Meat
Sub-Saharan Africa,Sao Tome and Principe,Clothes
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics
Asia,Cambodia,Cereal
Europe,Slovenia,Office Supplies
Sub-Saharan Africa,Niger,Vegetables
Europe,Russia,Household
Middle East and North Africa,Qatar,Fruits
